school,date,headline,author,url,Main topic,Section,Primary purpose,Scope,Student sources,Non-student sources,Controversial topics?,Dissenting voices (2+ opinions) (1=yes 2=maybe 3=no),Word count,Tags
HW Chronicle,2021-12-18,Community Council hosts toy drive,Kriste An,https://hwchronicle.com/103560/news/community-council-hosts-toy-drive/,Community life,News,Spread awareness,School,3,1,No,3,441,"Community outreach, events, club, extracurricular"
HW Chronicle,2021-12-17,Students win titles in National YoungArts competition,Chloe Park,https://hwchronicle.com/103564/news/students-win-titles-in-national-youngarts-competition/,Community life,News,Spread awareness,School,3,2,No,3,564,"Arts, awards"
HW Chronicle,2021-12-16,Restaurants open locations at Sportsmen’s Lodge,Davis Marks,https://hwchronicle.com/103529/community-news-2/restaurants-open-locations-at-sportsmens-lodge/,Community life,News,Spread awareness,Local,4,0,No,3,570,"Local business, restaurants"
HW Chronicle,2021-12-16,Midterms week altered,Will Sherwood,https://hwchronicle.com/103450/news/midterms-week-altered/,School policy/administration,News,Inform,School,3,2,Yes,2,612,"COVID, testing, school policy, assessment"
HW Chronicle,2021-12-15,Students showcase talents in Holiday Coffee House,Grant Park and Christopher Mo,https://hwchronicle.com/103653/news/students-showcase-talents-in-holiday-coffee-house/,Community life,News,Spread awareness,School,4,0,No,3,409,"Events, arts, clubs, student government"
HW Chronicle,2021-12-15,Prefects plan winter festivities,Alex Hahn,https://hwchronicle.com/103515/news/prefects-plan-winter-festivities/,Community life,News,Spread awareness,School,3,0,No,3,379,"Events, social life, clubs, student government"
HW Chronicle,2021-12-13,Jewish Families Alliance hosts monthly Shabbat dinner,Davis Marks,https://hwchronicle.com/103544/news/jewish-families-alliance-hosts-monthly-shabbat-dinner/,Community life,News,Spread awareness,School,3,0,No,3,398,"Clubs, religion, events"
HW Chronicle,2021-12-12,Students plant native species and help maintain local ecosystem,Tate Sheehy,https://hwchronicle.com/103524/news/students-plant-native-species-and-help-maintain-local-ecosystem/,Community life,News,Spread awareness,School,2,1,No,3,437,"Clubs, extracurriculars, community involvement"
HW Chronicle,2021-12-12,COVID-19 booster vaccine clinic held amid Omicron variant,Sandra Koretz,https://hwchronicle.com/103633/news/covid-19-booster-vaccine-clinic-held-amid-omicron-variant/,Community life,News,Inform,School,2,3,No,3,837,"COVID, COVID vaccine, events"
HW Chronicle,2021-12-11,School engages in ALICE protocol during drill,Claire Conner and Natalie Cosgrove,https://hwchronicle.com/103638/news/school-engages-in-alice-protocol-during-drill/,Threats to student safety,News,Promote discourse,School,1,5,Yes,2,1147,"Violence, mental health, school shooting"
HW Chronicle,2021-12-10,HW Pride hosts Zoom with gender consultant,Iona Lee,https://hwchronicle.com/103479/news/gsa-hosts-zoom-with-gender-consultant/,Community life,News,Spread awareness,School,2,1,Yes,2,380,"LGBTQ+, gender, sexuality, events"
HW Chronicle,2021-12-07,Community Council releases 2021 Thanksgiving Drive results,Kriste An,https://hwchronicle.com/103410/news/community-council-releases-2021-thanksgiving-drive-results/,Community life,News,Spread awareness,School,3,0,No,3,394,"Student life, community outreach"
HW Chronicle,2021-12-07,CEO and co-founder visits HW Venture,Natalie Cosgrove,https://hwchronicle.com/103464/news/ceo-and-co-founder-visits-hw-venture/,Community life,News,Spread awareness,School,2,1,No,3,332,"Student life, events"
HW Chronicle,2021-12-07,Community hosts ASL interpreters,Natasha Speiss,https://hwchronicle.com/103640/news/community-hosts-asl-interpreters/,Community life,News,Spread awareness,School,1,3,No,3,578,"Disability, events"
HW Chronicle,2021-12-05,Model UN team wins awards at Los Angeles Invitational MUN conference,Jackson Meyer,https://hwchronicle.com/103507/news/model-un-team-wins-awards-at-los-angeles-invitational-mun-conference/,Community life,News,Spread awareness,School,2,1,No,3,315,"Awards, clubs, extracurriculars"
HW Chronicle,2021-12-04,Prefect Council hosts WAFL food truck on campus,Ella Yadegar,https://hwchronicle.com/103391/news/prefect-council-holds-wafl-food-truck/,Community life,News,Spread awareness,School,3,0,No,3,278,"Student government, events"
HW Chronicle,2021-12-03,HWPA holds third senior appreciation event,Iona Lee,https://hwchronicle.com/103405/news/hwpa-holds-third-senior-appreciation-event/,Community life,News,Spread awareness,School,3,0,No,3,289,"Student life, events"
HW Chronicle,2021-12-03,Environmental Club hosts FoLAR executive,Tate Sheehy,https://hwchronicle.com/103371/news/environmental-club-hosts-folar-executive/,Community life,News,Spread awareness,School,2,1,No,3,451,"Careers, clubs, extracurriculars, events"
HW Chronicle,2021-11-20,Annual Community Service Week takes place,Iona Lee,https://hwchronicle.com/103414/news/annual-community-service-week-takes-place/,Community life,News,Spread awareness,School,4,0,No,3,405,"Student life, events, community involvement"
HW Chronicle,2021-11-20,Stone-Cutters releases fall chapbook,Vasilia Yordanova,https://hwchronicle.com/103359/news/stone-cutters-releases-fall-chapbook/,Community life,News,Spread awareness,School,3,0,No,3,412,"Student life, extracurriculars, clubs"
HW Chronicle,2021-11-20,New counselor joins school midyear,Grant Park,https://hwchronicle.com/103285/news/new-counselor-joins-school-midyear/,Community life,News,Inform,School,2,1,No,3,359,"Faculty, hiring"
HW Chronicle,2021-11-19,Israeli activist speaks to HWJFA students,Davis Marks,https://hwchronicle.com/103278/news/israeli-activist-speaks-to-hwjfa-students/,Community life,News,Spread awareness,School,3,1,No,3,451,"Events, politics, clubs, extracurriculars"
HW Chronicle,2021-11-19,Litter issue plagues campus,Alex Hahn,https://hwchronicle.com/103299/news/litter-issue-plagues-campus/,Socio-political issues and school culture,News,Promote discourse,School,2,2,No,3,504,Student behavior
HW Chronicle,2021-11-19,Community Council organizes food drive,Grant Park,https://hwchronicle.com/103282/news/community-council-organizes-food-drive/,Community life,News,Spread awareness,School,3,1,No,3,519,"Student life, events, community involvement, fundraising"
HW Chronicle,2021-11-18,Venture hosts nonprofit founder,Lucas Cohen-d'Arbeloff,https://hwchronicle.com/103274/news/venture-hosts-nonprofit-founder/,Community life,News,Spread awareness,School,2,1,No,3,356,"Student life, events, community involvement"
HW Chronicle,2021-11-18,Debate team attends Damus Hollywood Invitational Tournament,Averie Perrin,https://hwchronicle.com/103154/news/debate-team-attends-damus-hollywood-invitational-tournament/,Community life,News,Spread awareness,School,2,1,No,3,313,"Clubs, extracurriculars, events"
HW Chronicle,2021-11-18,Veteran alumni discuss paths to military careers,Will Sherwood,https://hwchronicle.com/103270/news/veteran-alumni-discuss-paths-to-military-careers/,Community life,News,Spread awareness,School,4,2,No,3,469,"Student life, events, careers"
HW Chronicle,2021-11-18,Bat found and removed from Rugby Hall,Davis Marks and Tate Sheehy,https://hwchronicle.com/103229/news/bat-found-and-removed-from-rugby-hall/,Community life,News,Inform,School,1,2,No,3,283,
HW Chronicle,2021-11-17,Environmental Science class participates in field study,James Hess,https://hwchronicle.com/103387/news/environmental-science-class-participates-in-field-study/,Community life,News,Inform,School,2,1,No,3,339,"Academics, curriculum"
HW Chronicle,2021-11-16,Prefect Council organizes tournaments,Alex Hahn and Will Sherwood,https://hwchronicle.com/103146/news/prefect-council-organizes-tournaments/,Community life,News,Spread awareness,School,5,0,No,3,473,"Student government, events, student life, sports"
HW Chronicle,2021-11-14,School hosts reunions for Westlake and Harvard alumni,Lucas Cohen-d'Arbeloff,https://hwchronicle.com/103298/news/school-hosts-reunions-for-westlake-and-harvard-alumni/,Community life,News,Spread awareness,School,1,2,No,3,415,"Events, alumni"
HW Chronicle,2021-11-13,HWP spends day decorating Violence Intervention Program’s campus,Chloe Park,https://hwchronicle.com/103308/news/hwp-spends-day-decorating-violence-intervention-programs-campus/,Socio-political issues and school culture,News,Spread awareness,School,0,3,No,3,300,"Parents, violence, events"
HW Chronicle,2021-11-09,Students compete in AMC,Kriste An,https://hwchronicle.com/103238/news/students-compete-in-amc/,Community life,News,Spread awareness,School,2,1,No,3,416,"Academics, awards"
HW Chronicle,2021-11-05,Community Council holds candy drive,Davis Marks and Abigail Hailu,https://hwchronicle.com/103089/news/community-council-holds-candy-drive/,Community life,News,Spread awareness,School,2,1,No,3,368,"Student life, events, community involvement,"
HW Chronicle,2021-11-04,LAHSO honors Day of the Dead,Natasha Speiss,https://hwchronicle.com/103120/news/lahso-honors-day-of-the-dead/,Community life,News,Spread awareness,School,2,1,No,3,596,"Culture, holiday, events, race"
HW Chronicle,2021-11-04,SASA observes Diwali,Natalie Cosgrove,https://hwchronicle.com/103117/news/sasa-observes-diwali/,Community life,News,Spread awareness,School,2,1,No,3,283,"Culture, holiday, events"
HW Chronicle,2021-11-03,Activist speaks on gender justice,Kriste An,https://hwchronicle.com/103110/news/activist-speaks-on-gender-justice/,Community life,News,Spread awareness,School,2,1,No,3,340,"Gender, activism, events"
HW Chronicle,2021-11-03,HWJFA hosts Fall Teen Shabbat dinner,Grant Park,https://hwchronicle.com/103071/news/hwjfa-hosts-fall-teen-shabbat-dinner/,Community life,News,Spread awareness,School,3,1,No,3,476,"Religion, events, clubs"
HW Chronicle,2021-10-30,Prefect Council announces sophomore retreat to Disneyland,Kriste An,https://hwchronicle.com/103046/news/prefect-council-announces-sophomore-retreat-to-disneyland/,Community life,News,Inform,School,3,0,No,3,446,"Student government, events, social life"
HW Chronicle,2021-10-30,HW Parents’ Association hosts second Senior Appreciation Event,Tate Sheehy,https://hwchronicle.com/103044/news/hw-parents-association-hosts-second-senior-appreciation-event/,Community life,News,Spread awareness,School,2,1,No,3,348,"Events, parents"
HW Chronicle,2021-10-28,Auto and Motorsports Club hosts watch party,Grant Park,https://hwchronicle.com/103102/news/auto-and-motorsports-club-hosts-watch-party/,Community life,News,Spread awareness,School,3,0,No,3,322,"Clubs, extracurriculars, events"
HW Chronicle,2021-10-28,School hosts annual diversity conference,Davis Marks,https://hwchronicle.com/103047/news/school-hosts-annual-diversity-conference/,Community life,News,Spread awareness,School,1,2,Yes,3,575,"Diversity, inclusion, events"
HW Chronicle,2021-10-26,Parents Association holds blood drive,Abigail Hailu,https://hwchronicle.com/103063/news/parents-association-holds-blood-drive/,Community life,News,Spread awareness,School,1,3,No,3,389,"Parents, events, community involvement"
HW Chronicle,2021-10-24,Position changes in Maintenance Department announced,Davis Marks and Will Sherwood,https://hwchronicle.com/103028/news/position-changes-in-maintenance-department-announced/,School policy/administration,News,Inform,School,2,2,No,3,615,"Faculty, hiring"
HW Chronicle,2021-10-23,Asian American Culture Club hosts screening of Shang-Chi and the Legend of Ten Rings,Dylan Graff,https://hwchronicle.com/103019/news/asian-american-culture-club-hosts-screening-of-shang-chi-and-the-legend-of-ten-rings/,Community life,News,Spread awareness,School,2,1,No,3,495,"Events, race, culture"
HW Chronicle,2021-10-23,Prefect Council announces student discounts,Natasha Speiss,https://hwchronicle.com/103014/news/prefect-council-announces-student-discounts/,Community life,News,Spread awareness,School,3,0,No,3,461,"Student government, student life"
HW Chronicle,2021-10-22,Students participate in the “Great Shakeout” earthquake drill,Chloe Park,https://hwchronicle.com/103009/news/students-participate-in-the-great-shakeout-earthquake-drill/,Threats to student safety,News,Spread awareness,School,2,1,No,3,367,"Student safety, natural disaster"
HW Chronicle,2021-10-21,Kutler Center course tours Smithsonian museum virtually,Chloe Park,https://hwchronicle.com/103006/news/kutler-center-course-tours-smithsonian-museum-virtually/,Community life,News,Inform,School,2,1,No,3,383,"Academics, curriculum"
HW Chronicle,2021-10-20,"Students participate in school activities, travel over mid-semester break",Lucas Cohen-d'Arbeloff,https://hwchronicle.com/102973/news/students-tour-colleges-make-plans-over-mid-semester-break/,Community life,News,Spread awareness,School,3,0,No,3,470,"College, student life"
HW Chronicle,2021-10-18,COVID-19 vaccination rates increase on campus,Natasha Speiss,https://hwchronicle.com/102764/news/covid-19-vaccination-rates-increase-on-campus/,School policy/administration,News,Inform,School,2,1,No,2,598,"COVID, vaccination"
HW Chronicle,2021-10-16,Instagram account shares student car collisions in school parking lot,Julian Andreone,https://hwchronicle.com/102811/news/instagram-account-shares-student-car-collisions-in-school-parking-lot/,Socio-political issues and school culture,News,Promote discourse,School,2,2,No,2,479,"Traffic, transportation, student safety"
HW Chronicle,2021-10-14,Commons develops new Visions,Tessa Augsberger and Milla Ben-Ezra,https://hwchronicle.com/102787/news/commons-develops-new-visions/,School policy/administration,News,Inform,School,2,3,No,2,932,"School policy, administration, inclusion, community involvement, race"
HW Chronicle,2021-10-14,2022 National Merit Semifinalists named,Kriste An,https://hwchronicle.com/102743/news/2022-national-merit-semifinalists-named/,Community life,News,Spread awareness,School,2,1,No,3,390,"Awards, academics"
HW Chronicle,2021-10-14,Matteo Dall’Olmo ’22 makes sports analytics app,Alex Hahn,https://hwchronicle.com/102753/news/dallolmo-makes-sports-analytics-app/,Community life,News,Spread awareness,School,2,0,No,3,480,"Achievement, profile"
